Last inventory,Operating system,RAM (MB),CPU (MHz)
2022-10-26 16:13:03,Microsoft Windows 7 Professional,3317,2600
2019-08-22 16:42:48,Microsoft Windows 10 Pro,8192,2496
2018-12-18 10:00:51,Microsoft Windows XP Professional,2560,1808
2022-05-03 15:55:14,Microsoft Windows 7 Ultimate,2782,3200
2021-11-19 10:07:29,Microsoft Windows 7 Professional,3550,3200
2022-02-11 13:10:32,Microsoft Windows 7 Professional,6144,3200
2019-04-10 09:54:08,Microsoft® Windows Vista™ Business,2048,2800
2020-08-26 12:54:32,Microsoft Windows 7 Professional,4096,2936
2022-05-11 17:31:44,Microsoft Windows 8.1 Pro,8192,3200
2022-09-02 15:09:44,Microsoft Windows 8.1 Pro,3317,2933
2022-10-27 14:43:26,Microsoft Windows 7 Professional,4096,2936
2022-05-12 14:14:49,Microsoft Windows 7 Professional,2048,2133
2022-10-27 13:53:30,Microsoft Windows 7 Professional,2048,2933
2021-11-24 15:26:32,Microsoft Windows 10 Pro,8192,2496
2022-05-12 08:01:23,Microsoft Windows 7 Professional,3292,2133
2022-10-27 09:02:08,Microsoft Windows 7 Professional,4096,2901
2022-04-06 10:58:51,Microsoft Windows 7 Professional,4096,2901
2021-08-03 13:01:23,Microsoft Windows 7 Professional,8192,3100
2022-10-27 13:07:01,Microsoft Windows 7 Professional,4096,2660
2018-10-03 08:09:20,Microsoft Windows 7 Professional,4096,2901
2019-10-29 09:27:54,Microsoft Windows 7 Professional,2048,2133
2020-11-05 13:16:15,Microsoft Windows 7 Professional,3550,3200
2022-05-03 09:06:35,Microsoft® Windows Vista™ Business,2048,2933
2022-10-27 08:08:30,Microsoft Windows 8.1 Pro,8192,3201
2022-10-26 13:43:48,Microsoft Windows 7 Professional,2048,2133
2022-03-03 16:28:57,Microsoft Windows 7 Professional,4096,2700
2021-05-12 15:02:50,Microsoft® Windows Vista™ Business,2048,2933
2021-08-03 15:32:34,Microsoft Windows 7 Professional,8192,3601
2022-10-27 13:28:55,Microsoft Windows 7 Professional,2048,3200
2022-10-27 10:06:02,Microsoft Windows 7 Professional,2048,2133
2022-10-26 13:31:21,Microsoft® Windows Vista™ Business,1024,2394
2021-09-30 15:04:26,Microsoft® Windows Vista™ Business,2048,2933
2021-02-18 12:03:37,Microsoft Windows 8.1 Pro,3550,3200
2022-10-27 10:27:56,Microsoft Windows 7 Professional,4096,2667
2021-05-25 07:58:38,Microsoft Windows 7 Professional,4096,2936
2022-10-14 13:59:55,Microsoft Windows 7 Professional,4096,2926
2022-10-26 09:24:19,Microsoft Windows 10 Pro,8192,2496
2021-09-06 15:42:44,Microsoft Windows 7 Professional,1024,2200
2022-04-26 08:28:59,Microsoft Windows 7 Professional,1024,2200
2020-10-28 12:27:44,Microsoft Windows 7 Professional,3550,3200
2019-11-08 08:49:41,Microsoft Windows 8.1 Pro,3550,3200
2021-05-03 08:14:45,Microsoft Windows 7 Professional,2048,2133
2022-06-27 09:30:52,Microsoft Windows 7 Professional,2048,2133
2022-10-27 14:21:22,Microsoft Windows 10 Pro,6144,3200
2018-12-21 09:15:39,Microsoft Windows XP Professional,1536,2194
2019-02-18 08:13:36,Microsoft Windows XP Professional,1536,2193
2022-05-09 13:13:23,Microsoft Windows 7 Professional,2048,2933
2021-12-10 11:21:15,Microsoft Windows 7 Professional,2048,2133
2022-04-18 08:39:57,Microsoft Windows 7 Professional,2048,2133
2022-04-19 09:08:16,Microsoft Windows 7 Professional,2048,2133
2020-02-10 11:20:14,Microsoft Windows 7 Professional,4096,2901
2022-09-30 11:31:03,Microsoft Windows 7 Professional,8192,2901
2022-04-06 11:10:56,Microsoft Windows 7 Professional,4096,2936
2022-07-14 13:47:31,Microsoft Windows XP Professional,3317,2792
2022-02-10 12:49:48,Microsoft Windows 7 Professional,4096,2901
2022-10-27 08:19:12,Microsoft Windows 7 Professional,4096,2936
2020-09-15 13:27:35,Microsoft® Windows Vista™ Ultimate,2048,1795
2022-10-27 13:07:54,Microsoft Windows 10 Pro,8192,2496
2021-05-25 13:21:07,Microsoft Windows 7 Professional,2048,2926
2021-07-15 14:37:55,Microsoft Windows 7 Professional,2048,2926
2021-07-22 08:26:45,Microsoft Windows 7 Professional,2048,2926
2021-07-28 10:32:25,Microsoft Windows 7 Professional,2048,2926
2022-02-22 15:22:29,Microsoft Windows 7 Professional,2048,2926
2022-05-10 16:03:19,Microsoft Windows 7 Professional,2048,2926
2018-10-19 14:37:09,Microsoft Windows 7 Professional,7166,3800
2018-10-26 16:29:50,Microsoft Windows 7 Professional,7166,3800
2018-10-24 10:14:09,Microsoft Windows 7 Professional,8192,3800
2021-07-19 09:24:20,Microsoft Windows 7 Professional,7166,3800
2022-10-27 10:27:41,Microsoft Windows 10 Pro,8192,2496
2021-08-23 11:49:51,Microsoft Windows 7 Professional,2941,2936
2022-10-25 12:52:25,Microsoft Windows 7 Professional,2048,2133
2022-02-08 14:35:04,Microsoft Windows 7 Professional,2048,2933
2021-08-20 09:18:36,Microsoft Windows 7 Professional,8192,3200
2022-10-27 09:32:44,Microsoft Windows 10 Pro,8192,2496
2020-01-22 13:46:04,Microsoft Windows 7 Professional,2048,2926
2019-08-07 09:37:27,Microsoft Windows 7 Ultimate,2048,2200
2022-10-27 13:25:14,Microsoft Windows 7 Professional,8192,3800
2022-10-27 08:16:33,Microsoft Windows 10 Pro,8192,2496
2022-07-07 09:29:13,Microsoft Windows 7 Professional,7166,3800
2022-07-11 15:03:44,Microsoft Windows 7 Professional,8192,3800
2019-05-21 12:42:34,Microsoft Windows 7 Professional,3543,2667
2020-03-17 15:36:04,Microsoft Windows 7 Professional,2048,2133
2022-10-24 09:33:14,Microsoft Windows 7 Professional,2048,2933
2022-10-27 14:10:59,Microsoft Windows 7 Professional,4096,2936
2022-05-30 16:26:16,Microsoft Windows 10 Pro,8192,2496
2019-06-17 09:20:45,Microsoft Windows 7 Professional,4096,2667
2021-08-02 09:36:24,Microsoft Windows 7 Professional,512,2218
2022-08-25 14:09:52,Microsoft Windows 7 Professional,2048,2933
2019-07-19 08:43:02,Microsoft Windows 7 Professional,3072,2133
2021-02-25 14:14:26,Microsoft Windows XP Professional,2048,2419
2022-08-02 10:23:22,Microsoft Windows 7 Professional,2048,2399
2021-05-04 10:35:17,Microsoft® Windows Vista™ Business,2048,2800
2022-10-26 13:44:07,Microsoft Windows 7 Professional,2941,2936
2022-10-27 14:11:40,Microsoft Windows 7 Professional,12288,3800
2018-11-07 17:20:46,Microsoft® Windows Vista™ Business,2048,2933
2022-08-22 09:22:22,Microsoft Windows 8.1 Pro,1502,3200
2022-10-26 13:10:26,Microsoft Windows 7 Professional,2048,2133
2020-02-07 09:11:50,Microsoft Windows 7 Professional,8192,3601
2021-08-02 15:24:14,Microsoft Windows 7 Professional,3511,3333
2022-10-27 11:30:52,Microsoft Windows 7 Professional,2048,2133
2022-10-27 07:16:03,Microsoft Windows 10 Pro,5711,2496
2018-09-25 11:04:27,Microsoft® Windows Vista™ Business,2048,2933
2022-10-27 14:17:52,Microsoft Windows 7 Professional,2048,2133
2022-10-27 14:29:40,Microsoft Windows 10 Pro,8192,2496
2022-04-18 08:44:35,Microsoft Windows 7 Professional,2048,2133
2020-06-10 16:43:28,Microsoft Windows 10 Pro,8192,2496
2019-10-21 17:20:20,Microsoft Windows 7 Professional,3550,3200
2022-10-27 03:49:14,Microsoft Windows 7 Professional,3550,3200
2022-10-27 07:04:39,Microsoft Windows 10 Pro,8192,2496
2021-02-05 16:23:36,Microsoft Windows 7 Professional,4096,2667
2022-10-27 12:35:09,Microsoft Windows 7 Professional,4096,2936
2022-05-24 10:57:42,Microsoft® Windows Vista™ Business,3317,2800
2022-10-20 12:31:46,Microsoft Windows 7 Professional,1024,2133
2022-10-27 08:48:14,Microsoft Windows 7 Professional,3453,2936
2022-01-02 23:57:26,Microsoft Windows 7 Professional,4096,2936
2019-12-03 15:26:49,Microsoft® Windows Vista™ Business,2048,2800
2022-10-27 15:32:41,Microsoft Windows 7 Professional,4096,2936
2020-03-01 02:39:15,Microsoft Windows XP Professional,2048,2194
2020-03-10 10:56:54,Microsoft Windows XP Professional,3062,2666
2021-06-14 08:20:50,Microsoft Windows XP Professional,1024,2194
2021-12-14 12:27:18,Microsoft® Windows Vista™ Business,2048,2800
2022-05-30 09:24:09,Microsoft Windows XP Professional,2048,2925
2022-06-22 14:47:47,Microsoft Windows XP Professional,2048,2926
2022-07-29 08:19:20,Microsoft Windows 7 Professional,4096,2901
2022-10-11 08:11:48,Microsoft Windows 10 Pro,3550,3200
2022-10-27 12:47:17,Microsoft Windows 7 Professional,4096,2936
2022-10-27 07:58:26,Microsoft Windows 10 Pro,8192,2496
2019-03-25 09:49:09,Microsoft® Windows Vista™ Ultimate,2048,1795
2022-05-05 14:43:33,Microsoft Windows 7 Professional,512,2218
2022-05-09 10:54:28,Microsoft Windows 7 Professional,512,2218
2022-10-26 15:35:26,Microsoft Windows 10 Pro,2048,2133
2022-02-04 11:04:04,Microsoft Windows XP Professional,1024,2194
2022-10-27 14:30:06,Microsoft Windows 8.1 Pro,3550,3200
2022-04-06 09:06:54,Microsoft Windows 7 Professional,3453,2936
2022-09-05 08:51:45,Microsoft Windows 7 Professional,3327,2667
2022-10-27 09:58:05,Microsoft Windows 7 Professional,2048,2933
2022-10-27 08:06:48,Microsoft® Windows Vista™ Business,2048,2933
2019-01-22 13:25:31,Microsoft® Windows Vista™ Business,2048,2933
2022-10-27 14:25:24,Microsoft Windows 7 Professional,4096,2936
2022-10-27 11:19:47,Microsoft Windows 7 Professional,4096,2901
2022-10-27 13:26:57,Microsoft Windows 7 Professional,4096,2936
2022-03-30 15:41:12,Microsoft Windows 7 Professional,2048,2133
2022-04-18 10:24:02,Microsoft Windows 7 Professional,2048,2933
2022-07-26 09:52:37,Microsoft Windows 7 Professional,4096,2936
2022-10-13 07:48:34,Microsoft Windows 7 Professional,2048,2933
2022-10-24 15:02:02,Microsoft Windows 7 Professional,2048,2933
2018-11-06 12:49:19,Microsoft Windows 7 Professional Edition,1980,2926
2022-06-01 07:49:03,Microsoft Windows 7 Professional,1024,2133
2022-09-27 09:20:57,Microsoft Windows 7 Professional,4096,2936
2022-09-30 11:26:14,Microsoft Windows 7 Professional,4096,2936
2020-12-03 10:43:07,Microsoft Windows 10 Pro,4096,2936
2020-12-30 11:58:09,Microsoft Windows 10 Pro,4096,2936
2021-02-22 11:54:26,Microsoft Windows 10 Pro,4096,2936
2022-03-09 13:54:13,Microsoft Windows 10 Pro,2941,2936
2022-10-27 13:53:57,Microsoft Windows 10 Pro,2941,2936
2019-07-29 12:27:00,Microsoft Windows XP Professional,1024,2194
2021-06-01 10:23:52,Microsoft® Windows Vista™ Business,2048,2933
2019-08-23 14:19:25,Microsoft Windows 7 Professional,3579,3326
2022-03-04 08:00:19,Microsoft Windows 7 Professional,6144,3326
2020-12-15 00:31:28,Microsoft Windows 7 Professional,3550,3200
2022-03-10 09:08:15,Microsoft Windows 7 Professional,4096,2494
2022-08-24 08:21:09,Microsoft Windows 7 Professional,1502,3200
2022-10-27 11:19:43,Microsoft Windows 7 Professional,2048,2133
2022-03-31 15:55:40,Microsoft Windows 7 Professional,2048,2933
2020-03-12 09:08:45,Microsoft Windows 7 Professional,2048,2133
2022-10-27 08:50:40,Microsoft Windows 7 Professional,2048,2133
2022-10-11 09:05:01,Microsoft Windows 7 Professional,2048,2800
2022-10-14 15:03:02,Microsoft® Windows Vista™ Business,2048,2800
2022-10-27 14:57:52,Microsoft Windows 7 Professional,4096,2901
2021-01-26 11:52:25,Microsoft® Windows Vista™ Business,2048,2933
2020-04-02 11:54:11,Microsoft Windows XP Professional,1791,2812
2019-04-01 16:41:42,Microsoft Windows XP Professional,2048,2194
2019-04-02 11:28:29,Microsoft Windows XP Professional,2048,2194
2021-05-10 08:36:52,Microsoft Windows XP Professional,2048,2194
2022-02-25 18:03:26,Microsoft Windows 7 Professional,734,3200
2022-10-27 12:01:47,Microsoft Windows 7 Professional,4096,2936
2022-10-25 14:57:52,Microsoft Windows 7 Professional,2941,2936
2022-10-27 11:01:25,Microsoft Windows 7 Professional,4096,2901
2019-01-28 16:04:23,Microsoft® Windows Vista™ Business,2048,2800
2022-10-26 10:18:47,Microsoft Windows 7 Professional,2048,2133
2022-10-14 08:37:47,Microsoft Windows 7 Professional,3519,2933
2022-10-14 08:17:36,Microsoft® Windows Vista™ Business,2048,2933
2022-02-14 15:41:12,Microsoft Windows XP Professional,1024,2194
2020-01-28 11:25:33,Microsoft Windows 7 Professional,2048,2133
2022-10-24 10:34:52,Microsoft Windows 7 Professional,2048,2133
2022-10-21 17:11:22,Microsoft Windows 7 Professional,2048,2133
2020-06-01 13:03:10,Microsoft Windows 7 Professional,4096,2901
2019-03-27 12:58:28,Microsoft® Windows Vista™ Business,2048,2933
2021-03-22 12:12:53,Microsoft Windows 7 Professional,2048,2133
2019-01-23 11:57:17,Microsoft Windows XP Professional,2048,2792
2022-10-27 14:00:33,Microsoft Windows 7 Professional,4096,2936
2021-09-09 08:36:26,Microsoft Windows 10 Pro,4096,2901
2022-10-27 08:22:43,Microsoft Windows 10 Pro,4096,2901
2022-10-26 13:40:15,Microsoft Windows 7 Professional,2941,2936
2022-07-29 13:49:22,Microsoft Windows 7 Professional,4096,2936
2022-10-27 12:56:47,Microsoft Windows 8 Professional Edition,3550,3194
2022-10-25 15:47:43,Microsoft Windows 8.1 Pro,3550,3200
2021-02-26 09:13:09,Microsoft Windows Vista Business Edition,2029,2793
2022-06-15 11:22:16,Microsoft® Windows Vista™ Ultimate,2048,2800
2022-06-03 08:14:52,Microsoft Windows 7 Professional,1502,3200
2021-01-20 11:38:51,Microsoft® Windows Vista™ Business,2048,2800
2022-06-22 08:44:37,Microsoft Windows 7 Professional,1660,2133
2022-10-27 11:21:13,Microsoft Windows 7 Professional,4096,2936
2019-03-18 08:49:54,Microsoft Windows 7 Professional,2048,2133
2019-04-09 14:19:42,Microsoft Windows 7 Professional,2048,2133
2019-04-25 12:04:12,Microsoft Windows 7 Professional,2048,2133
2019-08-23 16:42:13,Microsoft Windows 7 Professional,2048,2133
2019-09-04 13:19:29,Microsoft Windows 7 Professional,2048,2133
2019-09-27 13:18:56,Microsoft Windows 7 Professional,2048,2133
2019-10-11 12:32:27,Microsoft Windows 7 Professional,2048,2133
2019-10-24 13:53:08,Microsoft Windows 7 Professional,2048,2133
2019-11-04 13:52:03,Microsoft Windows 7 Professional,2048,2133
2019-11-11 18:29:34,Microsoft Windows 7 Professional,2048,2133
2019-11-12 14:30:56,Microsoft Windows 7 Professional,2048,2133
2020-11-11 14:27:35,Microsoft Windows 7 Professional Edition,2048,2926
2021-11-10 10:42:27,Microsoft Windows 7 Professional,2048,2133
2021-11-30 10:33:22,Microsoft Windows 7 Professional,2048,2133
2021-12-01 11:15:46,Microsoft Windows 7 Professional,2048,2133
2021-12-05 04:05:01,Microsoft Windows 7 Professional,2048,2133
2021-12-07 08:56:49,Microsoft Windows 7 Professional,2048,2133
2022-06-17 15:16:36,Microsoft Windows 7 Professional,3072,2933
2022-10-24 17:39:24,Microsoft Windows 7 Professional,2941,2936
2019-10-14 09:49:29,Microsoft Windows 7 Professional,2048,2133
2021-09-30 13:25:19,Microsoft Windows 7 Professional,2048,2933
2022-03-14 07:00:02,Microsoft Windows 7 Professional,2048,2933
2022-10-19 12:45:32,Microsoft Windows 7 Professional,3317,2800
2022-10-26 11:46:25,Microsoft Windows 7 Professional,3550,3200
2022-07-26 11:37:24,Microsoft Windows 7 Professional,3071,3200
2022-07-29 18:56:17,Microsoft Windows 7 Professional,4096,3200
2022-10-17 08:44:03,Microsoft Windows 7 Professional,2048,2133
2021-01-18 16:51:08,Microsoft Windows XP Professional,1536,2925
2022-09-26 14:45:26,Microsoft Windows 7 Professional,3290,2133
2021-07-20 10:28:56,Microsoft Windows 7 Professional,2048,2933
2019-02-22 07:39:59,Microsoft Windows 8.1 Pro,1502,3200
2022-10-27 14:45:42,Microsoft Windows 7 Professional,2941,2936
2021-11-22 15:25:17,Microsoft Windows 7 Professional,4096,3300
2022-10-24 17:21:29,Microsoft Windows 7 Professional,2048,2933
2022-10-27 12:58:33,Microsoft Windows 7 Professional,3290,2133
2022-10-26 08:20:41,Microsoft Windows 7 Professional,3417,2901
2022-10-27 09:58:15,Microsoft Windows 8.1 Pro,3550,3200
2020-12-16 12:36:45,Microsoft Windows 7 Professional,2941,2936
2022-10-05 11:53:54,Microsoft Windows 7 Professional,3072,2133
2022-10-27 08:42:30,Microsoft Windows 7 Professional,2048,2133
2022-10-27 09:37:24,Microsoft Windows 8.1 Pro,3550,3200
2022-10-27 14:29:03,Microsoft® Windows Vista™ Business,2048,2800
2022-10-27 11:26:59,Microsoft Windows 8.1 Pro,3550,3200
2022-10-27 11:03:21,Microsoft Windows 7 Professional,2048,2936
2022-08-15 13:09:19,Microsoft Windows XP Professional,2048,2792
2019-10-09 08:25:36,Microsoft Windows 7 Professional,2048,2133
2022-08-23 16:36:07,Microsoft Windows 7 Professional,3072,2133
2022-09-05 14:18:59,Microsoft Windows 7 Professional,3072,2133
2019-08-30 09:33:23,Microsoft Windows 7 Professional,8192,3601
2022-03-10 09:24:10,Microsoft Windows 7 Professional,2048,2933
2022-07-05 13:42:53,Microsoft Windows 7 Professional,2782,3200
2021-03-26 14:42:54,Microsoft Windows XP Professional,1024,2925
2022-01-06 16:30:36,Microsoft Windows 7 Professional,4096,2936
2022-02-14 10:29:03,Microsoft Windows 7 Professional,4096,2936
2022-09-05 08:58:00,Microsoft Windows 7 Professional,2048,2933
2022-10-25 12:45:39,Microsoft Windows 7 Professional,2048,2933
2022-08-05 07:48:58,Microsoft Windows 7 Professional,2048,2933
2022-10-27 11:52:14,Microsoft Windows 8.1 Pro,3550,3200
2022-10-27 07:58:32,Microsoft Windows 7 Professional,2048,2133
2022-10-27 09:11:28,Microsoft Windows 7 Professional,2941,2936
2022-10-27 08:12:51,Microsoft Windows 7 Professional,8192,3601
2020-11-04 15:27:16,Microsoft Windows 7 Professional,2048,2933
2020-12-04 05:19:55,Microsoft Windows 7 Professional,4096,2936
2022-10-27 09:10:11,Microsoft Windows 7 Professional,4096,2936
2022-10-27 13:12:37,Microsoft Windows 7 Professional,3453,2936
2022-10-27 08:31:05,Microsoft Windows 7 Professional,4096,2936
2022-10-27 14:39:58,Microsoft Windows 7 Professional,4096,2936
2022-10-27 13:10:09,Microsoft Windows 7 Professional,4096,2936
2022-10-27 09:35:07,Microsoft Windows 10 Pro,8192,3200
2021-11-25 09:51:48,Microsoft Windows 7 Professional,2048,2133
2020-02-26 16:02:54,Microsoft Windows 10 Pro,4096,3601
2018-12-27 08:07:39,Microsoft Windows 7 Professional,2048,2933
2022-03-04 09:07:05,Microsoft Windows 8.1 Pro,1502,3200
2022-10-27 08:16:19,Microsoft Windows 8.1 Pro,5598,3200
2022-10-27 13:35:18,Microsoft Windows 7 Professional,1791,1496
2022-10-26 09:37:12,Microsoft Windows 7 Professional,2941,2936
2022-10-27 08:04:35,Microsoft Windows 7 Professional,4096,2936
2019-02-28 14:50:46,Microsoft Windows 7 Professional,2941,2936
2021-02-19 11:37:50,Microsoft Windows XP Professional,3072,2194
2019-01-23 14:39:28,Microsoft Windows 7 Professional,1791,1496
2020-10-27 12:11:39,Microsoft Windows 7 Professional,2048,2133
2022-10-26 07:57:18,Microsoft Windows 7 Professional,2048,2133
2022-10-27 13:25:30,Microsoft Windows 7 Professional,2048,2133
2022-10-27 12:38:55,Microsoft Windows 10 Pro,4096,3001
2022-10-27 07:57:08,Microsoft Windows 7 Professional,4096,3200
2022-10-27 10:19:02,Microsoft Windows 7 Professional,4096,2936
2022-10-27 09:52:19,Microsoft Windows 7 Professional,3500,3400
2022-10-27 08:49:00,Microsoft Windows 7 Professional,4096,2936
2020-02-28 08:25:40,Microsoft Windows 7 Professional,3327,3000
2022-10-27 14:42:34,Microsoft Windows 8.1 Pro,3550,3200
2022-10-26 09:07:05,Microsoft Windows 7 Professional,4096,2936
2022-10-27 08:39:39,Microsoft Windows 10 Pro,4096,3001
2022-10-27 12:49:05,Microsoft Windows 7 Professional,2941,2936
2022-05-26 13:41:18,Microsoft Windows 7 Professional,2048,2933
2022-02-15 09:48:30,Microsoft Windows 7 Professional,4096,2936
2022-10-27 11:16:44,Microsoft Windows 7 Professional,4096,2936
2022-10-27 10:17:50,Microsoft Windows 10 Pro,4096,3001
2022-10-27 08:53:19,Microsoft Windows 10 Pro,4096,1601
2022-10-27 10:02:20,Microsoft Windows 7 Professional,4096,2936
2022-02-01 14:52:37,Microsoft Windows 7 Professional,4096,3400
2019-03-12 16:41:59,Microsoft® Windows Vista™ Business,2048,2933
